id,username,location,tweet
1036778718285443072,Paschal Ozuomba,Lagos Nigeria,"RT @AyoBankole: In supporting Peter Obi, understand the dynamics of how many elites work, esp Nigerian elites. They are friends &amp; will prot…"
2462471419,Kelvin,,"RT @General_Oluchi: Peter Obi has replied the Kano candidate. Omo see tackling. I love this reply, and if anyone has the answers to these q…"
1358921205793886210,Fola,"Lagos, Nigeria","RT @AlRaheemmuhd: "" The vast land in The North should be farms, while Kano and Kaduna become a processing hubs and that's what I want to do…"
1481635024969486337,jane,,"RT @madona1996: Peter Obi just finished on Arise TV.
Rufai and Tundun Abiola came prepared but Peter Obi came more prepared. As usual no in…"
1504375443591413761,Tiv Youths For PETER OBI,Peter Obi’23,Peter Obi will be the next president. Affirm. ✊🏾
2613241165,Sammyokon,"New York, NY",RT @blossommartins: If your candidate can’t sit with Arise Tv presenters and tackled national issues like PETER OBI Don’t you dare host any…
2485113554,Big Jerris,🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿,"RT @Jack_ng01: Forget Peter Obi's speech on Arise TV

When you get the opportunity to seat with him one-on-one and discuss these issues, yo…"
1179783395104174080,Monna😈😈,Lagos,"RT @firstladyship: El-Rufai’s vile handbag is back on Politics Twitter. At this rate, Omojuwa will hug the nearest transformer, when Peter…"
1323189904181022722,Dr.Etuk,,"Peter Obi goes to National TV to discuss National issues, others go there to discuss Peter Obi🤦🏿‍♂️
Peter Obi is a different breed🔥
Nigerians Lo kan!
#arisetv #OBIdients"
765639087835508736,Champagne 🇳🇬💔🙏⚔️🚀,,"RT @IkukuomaC: Mr Peter Obi resounding response to Rabiu Kwankwaso "" His comments is the reason we have 100m Nigerians living in poverty ""…"
3322786145,Ebuka Orioha,"Lincoln, England","RT @emekabk21: Mr President, Peter Obi .. I just love this man..Teary 😭😭😭.. why will any sane person hate on this man and his lovely family…"
1917015996,double Haykay,earth,RT @onyeijeawele: So Peter Obi went to Arise News and didnt castigate anybody speaking ill of him. This man is teaching us something new. H…
140028479,Joy Uche-Kalu,Abuja,"RT @Princenechecfr: Peter Obi makes supporting him very easy.
Facts Choke, Track Records over choke."
44720275,AJ 🇳🇬,"Abuja, Nigeria","RT @OBIdient_FC: Peter Obi on Arise TV 

""The comments from Kwankwaso is why we are where we are today, we vote for Incompetence based on t…"
212529991,Damilola,"Lagos , Nigeria",RT @lindaikeji: His comment is why we have over 100 million Nigerians living in poverty. We have consistently hired vehicle drivers to fly…
1384302208259280901,Noel,Enugu Nigeria,"RT @ChiagozieManuel: Even sowore follow listen to Peter obi 😂😂😂😂😂.
Peter obi na your mate.
#TheMorningShow https://t.co/kMvhlZE9QI"
1401962640646213634,sheyman,,@Olayemmyy @YeleSowore why do think a Sowore will join a Peter Obi
199619648,Agba ego nkiti o na-ezuzughali 🇰🇳🇯🇲,"Bromley, London","RT @IkukuomaC: Mr Peter Obi resounding response to Rabiu Kwankwaso "" His comments is the reason we have 100m Nigerians living in poverty ""…"
2351585041,Bizzychic,,RT @BenUgbana: Peter Obi is the only candidate coming out to talk. The other candidates just assume the seat of power is their right.
2316125986,Augustus Ezenwankwo,Africa,"RT @IamGodsonKelly: ""The job of a leader is to provide solution and not to give an excuse.""
-Peter Obi on Arise Tv

I heard you loud and cl…"
239468053,Botoku Jide,La Cancha ,"RT @OBIdient_FC: Peter Obi on Arise TV 

""The comments from Kwankwaso is why we are where we are today, we vote for Incompetence based on t…"
1197110452658089986,Edozie_dozie,"Abuja, Nigeria","RT @Busaayo: This is time for me to travel around and meet people that can help build our economy, not when I enter into the office- Peter…"
140826398,Herr Hafiz,Abajade trenches,"RT @blossommartins: Peter Obi said I don’t need someone to be on top of me when I can solve the problem… 
My President😭😭😭😭✊✊✊

Omor"
574612441,_Sylverlyn_ 👩‍💻 PETER OBI Ọkwute,Where all things are beautiful,RT @ChifeObi: NEPA restored light in my area just before Peter Obi’s interview on Arise TV and took it immediately the interview ended.😄😄😄…
1061157669879382019,ƝDỤBE$T,"Enugu, Nigeria","RT @chimaachonwa: ""The job of a leader is to provide solution and not to give an excuse.""
-Peter Obi on Arise Tv

#TheMorningShow"
1309122509363609602,Omenyi Of Ebonyi,,"RT @OmoGbajaBiamila: The money we have expended on fuel subsidy alone, would have had a solid impact on our education, health and power sec…"
1372134716711825409,Edirin 🌚,,"RT @UchePOkoye: On Arise Tv, Peter Obi talked about how he supported UMZA Rice, in Kano State in 2019.

This is the biggest rice milling fa…"
1321995386144346114,Krypthoking,,RT @blossommartins: If your candidate can’t sit with Arise Tv presenters and tackled national issues like PETER OBI Don’t you dare host any…
1673816066,Bato,Africa,RT @urchilla01: Peter Obi on @ARISEtv addressing the allegations made by Mahdi Shehu that he made Northerners wear tags while he was Govern…
2233248005,Ichíé Muna,Piece of mind ,"RT @iam_paulash: Omojuwa did strong thing to Goodluck Jonathan, but these generation won’t let him getaway with Peter Obi, if you sneeze th…"
1253801686960754690,P.O2023 🙏🏿,,"RT @OBIdient_FC: Peter Obi on Arise TV 

""The comments from Kwankwaso is why we are where we are today, we vote for Incompetence based on t…"
1483478665228861442,christopher chidindu,,"RT @Chude__: ""The comments from My Elder brother Kwankwaso is why we are where we are today, we vote for Incompetence based on the Primitiv…"
229910086,Forward Ever,,RT @chikereorji1: Kwankwaso’s statement is the reason more than 100m Nigerians are in poverty. Don’t vote for me because I am from the SW o…
1239775699545870336,ODIN 🌍📚,,"RT @ToyosiGodwin: Peter Obi is finally responding to Rabiu Kwankwaso. 

""Let people vote for the person who will solve their problems""

Ver…"
1421205189374193667,"Most beautiful Maria ,👩‍⚖️❤️❤️❤️🦋🦋🦋🦋🦋",,RT @urchilla01: Peter Obi on @ARISEtv addressing the allegations made by Mahdi Shehu that he made Northerners wear tags while he was Govern…
310951169,Lt.General Kontriman pikin ☺,AFRICA,RT @scarfizal: A victim of SARS who was arrested on the orders of Peter Obi narrates his story https://t.co/ErE7LBxvE7
217660446,Lannister AL 🔌 PeterObi2023,"Brasília, Brazil","RT @Nkemchor_: Peter Obi on Arise tv has cleared the air about talks of Obidients attacking people online.
His response is that some people…"
1520338099758317571,Eduard Ivan,,"RT @Sports_Doctor2: On Arise Tv, Peter Obi talked about how he supported UMZA Rice, one of the biggest rice milling factory in Nigeria loca…"
823425187,Auto Boss𓃵,"Lagos, Nigeria","RT @AfamDeluxo: ""I want to show people love, when they show me hatred"" - Peter Obi."
1088372028229513216,HIGH FLYER🇱🇷🇨🇦🇬🇧🇳🇬,ABUJA,RT @NationalDailyNG: Peter Obi likely running mate revealed https://t.co/ZnHYhRSC3n
241529459,Raezy On Tha Radio,Lagos- London- New York,RT @jkosisochi: [ Peter Obi is disturbing the minds of the evil men holding this country in captivity. His confidence is a stain they can’t…
987107172130742272,Oluwafemi Michael Baiyeri,Kwara State,"RT @parahammid: Morocco has the BEST seaport in Africa - Peter Obi

You are a liar - Google 

🤣🤣🤣

♾️♾️♾️
🇳🇬🇳🇬🇳🇬"
1483478665228861442,christopher chidindu,,RT @firstladyship: Peter Obi is Twitter President. The APC &amp; the PDP should leave Twitter for us. Please tell the APC &amp; PDP supporters to l…
1059002407,🔥DEYANJ,Lagos,"RT @IkukuomaC: Mr Peter Obi resounding response to Rabiu Kwankwaso "" His comments is the reason we have 100m Nigerians living in poverty ""…"
568989553,onyekachi,Lagos,"RT @AlRaheemmuhd: "" The vast land in The North should be farms, while Kano and Kaduna become a processing hubs and that's what I want to do…"
2574002705,Abdultoyeeb,"Port Harcourt, Rivers State","RT @akomscopy: Breaking news : OBIDIENTs meet senior special adviser on security to Peter obi..
😄 😄 😄 If you laugh, my God will judge you..…"
864230353,You don’t know me?,"Lagos, Nigeria","RT @iamchrisani: Omo Peter Obi got our warning about not apologizing again , this lady on arisetv just asked him about his supporters that…"
358846713,Olúwamáyọ̀wá ÀKÀNNÍ ,Nigeria,RT @AfamDeluxo: Peter Obi spitting fire on Arise TV. ✊🏿
1142143926117294080,Heskay of Lagos,"Lagos, Nigeria",RT @ChifeObi: NEPA restored light in my area just before Peter Obi’s interview on Arise TV and took it immediately the interview ended.😄😄😄…
372488062,Jibs π,DreamVille,"RT @DeeOneAyekooto: ""Morocco's export for 2021 is 50billion dollars and that of Nigeria is under 30billion dollars.....""

Peter Obi on Aris…"
237303654,Oscify,,"RT @Anayo_Ella: Peter Obi responding to Buba Galadima and Kwankwaso saying he should accept to be the vice president. PO answered, ""why sho…"
233846442,Iyiola, Jeitan.,"RT @borie_nla: Peter Obi needs to get a prep and data research team anytime he decides to talk in public about what he would do , can't be…"
3980856419,DEEPSKY,Nigeria ,"RT @Sports_Doctor2: Doyin Okupe went full attack mode tonight on Kwankwaso and I loved every bit of it!

We need to stop playing this defen…"
351931963,Phil,Lagos ,"RT @Spotlight_Abby: If you're a leader, you'd appreciate the value of what Peter Obi meant when he said, ""if you agree with me 3 times in a…"
367027772,Emeka Obiora 🌍,📍Lagos📍Canada 🇨🇦,"RT @urchilla01: Rufai: when are we going to see your manifesto? 

Peter Obi: ""I can hire professionals to write something I don't believe i…"
1291386118768865280,łeonard,Valhalla ,RT @BenUgbana: Peter Obi is the only candidate coming out to talk. The other candidates just assume the seat of power is their right.
1288456466005983232,Edu,,"RT @madona1996: Peter Obi just finished on Arise TV.
Rufai and Tundun Abiola came prepared but Peter Obi came more prepared. As usual no in…"
202324346,wendy michael 💊,"Accra, Ghana",RT @ChigozieIAlex: I don’t understand how anyone who claims he’s an activist and is fighting for good governance in Nigeria will not be sup…
1409260599989702656,Thesuperkiddoo,,RT @Elkrosmediahub: Fok whatever you think. Nigeria will be lucky to have Peter Gregory Obi as president!!!!
1059226024637009920,Lone,"Lagos, Nigeria","RT @UchePOkoye: On Arise Tv, Peter Obi talked about how he supported UMZA Rice, in Kano State in 2019.

This is the biggest rice milling fa…"
1534421898645458945,Agha Kelechi,,"RT @ARISEtv: Tomorrow, Labour Party Presidential candidate Peter Obi @PeterObi joins the hosts of The Morning Show for an exclusive intervi…"
720536379088846849,TIMBOLO □♤○☆,Earth ,RT @Naija_PR: I want a younger person as my Vice so I can lower the age of governance and stop recycling of old leaders — Peter Obi
945782883662299140,Marvelous,Nigeria,"RT @modili_stephen: ""They said l am qualified to be the Vice President because of my knowledge of the economy, but Nigeria's problem is the…"
1398601173339344898,#Istandwithethiopia,,"RT @Chude__: ""They said I'm qualified to be the Vice President bcuz of my knowledge of the economy. But Nigeria's problem is the economy. W…"
2316125986,Augustus Ezenwankwo,Africa,RT @Emman_Uel3: It’s good to have a clean and clear source of living. Peter Obi being a billionaire boastfully tackled an incumbent power a…
144122538,Igwe Onyekachi G.,Nigeria,"RT @Anayo_Ella: Peter Obi responding to Buba Galadima and Kwankwaso saying he should accept to be the vice president. PO answered, ""why sho…"
1531947088677937154,Success Eloka,,"@ojeleyeopeyemi @Atijohn @PeterObi @ARISEtv If you are true to yourself and conscience, you will know that Peter Obi is most qualified among the three strong contestants.If Nigeria is gud today is for everybody.d insecurity and hunger in Nigeria 2day don’t know APC,PDP or LP.Let’s be wise wit our choice"
1299137009827622913,Y.H.T.AMAZING (Same Hoodie coming soon),,RT @JeffreyGuterman: Peter Obi: The Labour Party candidate electrifying young Nigerians. https://t.co/tAsMA6vUWO
277382463,Olu Chuks,,RT @firstladyship: Those vilifying people online are not my supporters. They are people who are paid by my opponents to infiltrate my suppo…
3024215260,‘Roni Elemi 9Plus 𓃵,,"RT @AlRaheemmuhd: "" The vast land in The North should be farms, while Kano and Kaduna become a processing hubs and that's what I want to do…"
1087617904634413059,Lawrence Kelly.,,RT @urchilla01: Over 20k people tuned in live to watch Peter Obi on @ARISEtv this morning. He dealt with every issue raised. He did not pol…
2574698446,ODO NNAMDI,,"RT @Chude__: ""They said I'm qualified to be the Vice President bcuz of my knowledge of the economy. But Nigeria's problem is the economy. W…"
1260646398191640576,Lumi,"Lagos, Nigeria",RT @firstladyship: Kwankwaso’s statement is the reason more than 100m Nigerians are in poverty. Don’t vote for Peter Obi because he is from…
909773698302922752,Ayodeji,🇳🇬,"@Nwabuzorchinwe4 @vuduman007 @TheresaTekenah None of them is my Messiah okay, Na so them take sell Buhari for us all back then in 2015, Una don start to dey sell Peter obi too, None of them is the messiah, Vote for your choice make I vote mine."
816698810458140672,NKOLI,"Lagos, Nigeria",RT @urchilla01: Peter Obi on @ARISEtv addressing the allegations made by Mahdi Shehu that he made Northerners wear tags while he was Govern…
211635931,🅺🅸🆂🆂🅼🅴 💋,Atmosphere of blessings 💯,RT @AhmedAbdulla09: I heard that Asari Dokubo recently called out Peter Obi. I can't imagine why criminals are the group of people opposing…
896784327916257280,Dante Alighieri,Home,"RT @MalachyOdo1: Even Peter Obi's strongest critics agree that you can't listen to the man without learning a thing or two.

The problem th…"
336485849,Political Oloyé.eth 🇺🇸,Africa,RT @urchilla01: Peter Obi on @ARISEtv addressing the allegations made by Mahdi Shehu that he made Northerners wear tags while he was Govern…
1532453965891354632,Cynthynice,,RT @Shehusky: I watched Peter Obi on Arise TV and I just went to sleep as if I took sedative. The hope he gives sedated me. The hope be giv…
1245784855503343617,Peter Obi for president #EndSars,"Lagos, Nigeria","RT @Chude__: Nigeria problem is economy. So why do you want someone who has knowledge of the economy to be Vice? 

You want to use people w…"
1073912100068704257,Alexander Chimezie.,"Federal Capital Territory, Nig","RT @Chude__: ""The comments from My Elder brother Kwankwaso is why we are where we are today, we vote for Incompetence based on the Primitiv…"
3405498730,S.M.D,"In your head, Rent free","RT @OBIdient_FC: Peter Obi on Arise TV 

""The comments from Kwankwaso is why we are where we are today, we vote for Incompetence based on t…"
1384812491893612544,Grand Master,,"RT @MalachyOdo1: Imagine Peter Obi or even Atiku being pictured abroad with the Chagouri family at this time?

All hell would have been let…"
1525239752936640520,Chris Nnolim,"Lagos, Nigeria","RT @Sadiqsans: @PeterObi is their greatest nightmare, even to those politicians that think they’re the landlords in the north. 

The accept…"
352306331,OLAYINKA™ 🦋,"Federal Capital Territory, Nig",RT @peter_pentane: It's not making sense if it's not Peter Obi. ✊🇳🇬 https://t.co/y78TSty5PF
1062028703822155786,Seyanu,Nigeria,"RT @Makavelli275: After watching that Peter Obi’s interview this morning, I am now more willing, and prepared to financially support his ca…"
1187029379710439432,MichelleNwaoṅu,,RT @AfamDeluxo: Bruh. The passion in Peter Obi's to fix Nigeria is something I have never seen before. Especially the power sector.
1520903460702633984,烦恼都是暂时的,,"RT @urchilla01: Rufai: when are we going to see your manifesto? 

Peter Obi: ""I can hire professionals to write something I don't believe i…"
1214597872706097161,Peter Obi is President 2023,Spirit!,"RT @Shehusky: I'm very confident Peter Obi will win the 2023 election. The only thing that may stop him is if Nigerians are not ready, not…"
1540642166623686657,MNzeamaka,,"RT @madona1996: Peter Obi just finished on Arise TV.
Rufai and Tundun Abiola came prepared but Peter Obi came more prepared. As usual no in…"
293184917,Chimdiuto Obasi Peter Smith 🇳🇬,Nigeria,"RT @ChigozieIAlex: Rufai am building a team, that team has to be formidable full of competent people just like my team in Anambra. I want t…"
1158334074806779909,Goodybag,Paradise,"RT @IkukuomaC: Mr Peter Obi resounding response to Rabiu Kwankwaso "" His comments is the reason we have 100m Nigerians living in poverty ""…"
1291386118768865280,łeonard,Valhalla ,RT @FS_Yusuf_: Peter Obi is holding a masterclass on Arise TV ✊🏿
1321995386144346114,Krypthoking,,"RT @firstladyship: “If I am qualified to be Vice President, I am qualified to be the President.”

Peter Obi is the Real Nuggets on Arise TV…"
1537398170069737472,Remi Omolabi,,"RT @UchePOkoye: On Arise Tv, Peter Obi talked about how he supported UMZA Rice, in Kano State in 2019.

This is the biggest rice milling fa…"
1466081389405687818,The T in OTTAWA 🧑🏽‍💻,"Adwick le Street, Trenches","RT @Sports_Doctor2: On Arise Tv, Peter Obi talked about how he supported UMZA Rice, one of the biggest rice milling factory in Nigeria loca…"
380425832,Gbenga Popoola,Lagos,"RT @firstladyship: I am building a team of competent Nigerians. I want those who can look at me in the face &amp; say; “Mr President, you are w…"
277382463,Olu Chuks,,"@firstladyship There is likelihood of refunding payments received after announcement of the results of 2023 election, where Peter Obi will be returned elected."
3980856419,DEEPSKY,Nigeria ,RT @Nkemchor_: Peter Obi on Arise tv gives response to kwankwaso that focus should be on issues Nigerians are facing and not ethnicity. In…
1341066243646873600,Canary,,"RT @urchilla01: Rufai: when are we going to see your manifesto? 

Peter Obi: ""I can hire professionals to write something I don't believe i…"
1166791253738041346,D R I Z L E R,Canada,"RT @Makavelli275: With Peter Obi’s plans for the North as a region, Northerners would be the biggest beneficiaries of his administration, i…"
998552979031625730,8GB Ram,My Lane,"RT @OBIdient_FC: Peter Obi on Arise TV 

""The comments from Kwankwaso is why we are where we are today, we vote for Incompetence based on t…"
1520338099758317571,Eduard Ivan,,"RT @adaigbo_2022: After watching Peter Obi's interview  this morning, once I get home, I will  kiss my PVC, dust it again. 😁😁😁"
1537147477891108864,Wilson6ft,,"RT @Hafeezbukar: Peter Obi is not for Igbo, Hausa or Yoruba. He is for New Nigeria 🇳🇬"
358846713,Olúwamáyọ̀wá ÀKÀNNÍ ,Nigeria,"RT @Spotlight_Abby: Brethren, Peter Obi has finished work on Arise TV! Jeez! Man is in a class of his own!

OBIdients, you all make me prou…"
380425832,Gbenga Popoola,Lagos,"RT @Sports_Doctor2: “In next years election, it’s not going to be anybody’s turn, it’s going to be the turn of Nigerians, the turn of the N…"
1316414640021213185,okafor dozie,"Greater Accra, Ghana","RT @novieverest: 85-year-old Obasanjo is going around the country, mobilizing and getting support for Peter Obi for the interest of Nigeria…"
1179783395104174080,Monna😈😈,Lagos,RT @ntodouche: Are you all aware that Peter Obi has started working before his inauguration???Scouting for progressive minds that will help…
1304082325530181637,peterobiforpresident2023,Nigeria,"RT @IkukuomaC: Mr Peter Obi resounding response to Rabiu Kwankwaso "" His comments is the reason we have 100m Nigerians living in poverty ""…"
1876395673,Morẹnikéji 🇳🇬,"Ibadan, Nigeria","RT @Morris_Monye: Peter Obi now on Arise TV

Feels like the President is talking."
1223272867544076288,Firstson,Middle Of Nowhere,"RT @NigeriaRenew: My President always Presidential.

Always exhuming Hope and prospect for our dear country.
Nigeria will surely be better…"
947155548411170816,#Hoodlum with a PVC,,"RT @Ekwulu: ''l will not vote Peter Obi, because his supporters are toxic"", but the one his supporters chase you with machetes all over str…"
958306447,ZOBANWA,Nigeria,"RT @Anayo_Ella: Peter Obi responding to Buba Galadima and Kwankwaso saying he should accept to be the vice president. PO answered, ""why sho…"
1171086147025625088,Sebikan,,"RT @IkukuomaC: Mr Peter Obi resounding response to Rabiu Kwankwaso "" His comments is the reason we have 100m Nigerians living in poverty ""…"
1291386118768865280,łeonard,Valhalla ,"RT @Spotlight_Abby: Brethren, Peter Obi has finished work on Arise TV! Jeez! Man is in a class of his own!

OBIdients, you all make me prou…"
1420005971859017763,Chidubem.eth ,🇳🇬 ,RT @thekaysie: Peter Obi just dey burst my head for this arise tv interview I swear.
1087617904634413059,Lawrence Kelly.,,RT @firstladyship: Have you read what my former Head of Service wrote? He said that - “stinginess is the strategy of development.” It showe…
255163037,Joyful springs,,"RT @urchilla01: Rufai: when are we going to see your manifesto? 

Peter Obi: ""I can hire professionals to write something I don't believe i…"
1318837071922987010,ROMAN EMPIRE,Germany,"RT @Odogwu_Nomso: Peter Obi on Arise TV

""This Election should not be based on MY TURN, ETHNICITY OR RELIGION, its should be based on COMPE…"
1493304395018158085,Rico,"Virgin Islands, U.S.","RT @firstladyship: Will Tinubu &amp; Atiku make themselves available on Arise TV? Peter Obi should not be the only one in front of cameras, tel…"
3301322347,Chuks,,"RT @IkukuomaC: Mr Peter Obi resounding response to Rabiu Kwankwaso "" His comments is the reason we have 100m Nigerians living in poverty ""…"
568989553,onyekachi,Lagos,"RT @UchePOkoye: So you guys have heard it from Peter Obi, those who are asking why he didn't conduct local government elections can now see…"
1521546527583485953,Chinedum Cyril,Nigeria,RT @Shehusky: I'm not surprised that Terrorists attacked the convoy of president Buhari. The terrorists know he's weak and cowardly. When w…
1317526821559205895,Baoss,,"RT @OBIdient_FC: Peter Obi on Arise TV 

""The comments from Kwankwaso is why we are where we are today, we vote for Incompetence based on t…"
719524084309225472,Aeson,Nigeria,RT @firstladyship: Those vilifying people online are not my supporters. They are people who are paid by my opponents to infiltrate my suppo…
1349057795149221892,🇳🇬 NIGERIA FROM TOP TO BOTTOM🇳🇬🕒,,"RT @OBIdient_FC: Peter Obi on Arise TV 

""The comments from Kwankwaso is why we are where we are today, we vote for Incompetence based on t…"
3430004866,COUNTRY_YOO🎤,,"RT @Busaayo: This is time for me to travel around and meet people that can help build our economy, not when I enter into the office- Peter…"
1535145781476438016,Peter OBI's wristwatch,Nigeria,RT @General_Oluchi: Listening to Peter Obi for just 10 mins can improve your IQ.
287434906,Wilfred Mong,Germany,"Peter Obi says there's no Dollar anywhere except the ones ""they are sharing which must stop""!

I like a 'stingy' man!"
140336895,Okanime OGKuku𓃵,,"RT @MayowaOdewoye: On Arise TV today Peter Obi when speaking on subsidy &amp; the fraud in it. He said ""they privatize profit but socialize los…"
1525239752936640520,Chris Nnolim,"Lagos, Nigeria","RT @novieverest: That manifesto stuff killed me.

A certain candidate can't come out to explain or talk about his manifesto. Peter Obi said…"
2334133954,Ben Afam,,"RT @PeterObiPikin: Isoko walk 4 Peter Obi🔥

Save the date

Delta state for Peter Obi!

Pass it! https://t.co/Zs4oGxTgbT"
243783661,AyoIbadan4PeterObi,"Owerri, Imo State.",RT @Deborahgaji: Kwankwaso already proved his ethnic sentiments and totally the wrong person for the kind of United Nigeria movement Peter…
550201797,Otunba 🤴🏾,Twitter for algorithm,"RT @Hafeezbukar: Peter Obi is not for Igbo, Hausa or Yoruba. He is for New Nigeria 🇳🇬"
1158334074806779909,Goodybag,Paradise,"RT @Nkemchor_: Peter Obi speaking on how he plans to impact businesses 
He says,
""I have been a business man so I know the cost on business…"
2233248005,Ichíé Muna,Piece of mind ,RT @firstladyship: Facebook is on lockdown for Peter Obi. We are even playing on Twitter. Peter Obi WILL WIN the Presidential Election!💃👏
217660446,Lannister AL 🔌 PeterObi2023,"Brasília, Brazil","RT @JosephOnuorah: In Essence 

Peter Obi said - “NIGERIANS LO KAN”

Inferring that we will NEVER 👎

“gbe kini fun” anybody but Nigerians a…"
1379160411375865858,Call Me Nenye,,"RT @firstladyship: Otedola can support who he wants. He is an elite. Jeff Bezos can even support Tinubu. But on D-Day, those affected by Po…"
1510693258103558153,Billy_talks,,RT @peter_pentane: It's not making sense if it's not Peter Obi. ✊🇳🇬 https://t.co/y78TSty5PF
1533714588138618880,Angelo,,RT @firstladyship: Have you read what my former Head of Service wrote? He said that - “stinginess is the strategy of development.” It showe…
1293920240947142657,UK used working laptops 33k,,"RT @Makavelli275: After watching that Peter Obi’s interview this morning, I am now more willing, and prepared to financially support his ca…"
1392873828108455942,Jkay🏇⚔️,,RT @Naija_PR: Fuel subsidy is a scam and I will remove it — Peter Obi
1162421070953099264,Tocrah,,"RT @NwiloC: Enough of the tribal, ethnic, religious and it's my turn sentiments, I want it to be turn of Nigerians now, and when I'm done N…"
362732946,Emeh,Nigeria,"RT @Jack_ng01: Forget Peter Obi's speech on Arise TV

When you get the opportunity to seat with him one-on-one and discuss these issues, yo…"
302436625,Truth™©,,RT @firstladyship: Those vilifying people online are not my supporters. They are people who are paid by my opponents to infiltrate my suppo…
1457266841898921991,INNOVATOR,Universe,@renoomokri Obidients will not tolerate any firm of force accusations from Pharaoh(Govt.) and his cohorts(cashtivist and influencers) they trying to devaluate our Moses(Peter Obi) and the will be the victim of devaluation.
237303654,Oscify,,"RT @NwiloC: Enough of the tribal, ethnic, religious and it's my turn sentiments, I want it to be turn of Nigerians now, and when I'm done N…"
1493549502430695428,tukor,,RT @General_Oluchi: Listening to Peter Obi for just 10 mins can improve your IQ.
859795552875237377,♥️♥️.,somewhere around the world,RT @ChigozieIAlex: Peter Obi currently defending OBIdients on Arise TV with his full chest 🔥
1493304395018158085,Rico,"Virgin Islands, U.S.",RT @blossommartins: If your candidate can’t sit with Arise Tv presenters and tackled national issues like PETER OBI Don’t you dare host any…
1302369654153805825,Dora_,,"RT @NigeriaRenew: My President always Presidential.

Always exhuming Hope and prospect for our dear country.
Nigeria will surely be better…"
1187029379710439432,MichelleNwaoṅu,,RT @FS_Yusuf_: Peter Obi is holding a masterclass on Arise TV ✊🏿
1280835402,Tim’Challa,"Dar es Salaam, Tanzania","RT @firstladyship: Otedola can support who he wants. He is an elite. Jeff Bezos can even support Tinubu. But on D-Day, those affected by Po…"
1288456466005983232,Edu,,"RT @iam_paulash: Omojuwa did strong thing to Goodluck Jonathan, but these generation won’t let him getaway with Peter Obi, if you sneeze th…"
227380156,Sirvic,,"RT @Mrugoboss: Over 18k people streamed live Peter Obi's interview on Arise TV YouTube channel and the interview was refreshing.

Nigerians…"
972125444890923008,Obi Nicholas mmaduka,"Lagos, Nigeria",RT @Ugochuk19480867: @Chude__ I visited the largest producer of rice in Kano and I'm supporting him financially and he is doing well. Let's…
3044790670,The Factor +,Nigeria,"RT @Sports_Doctor2: 20,000 people were live on Arise TV YouTube channel to watch Peter Obi!!!

🤯🤯🤯"
843213625187885056,OGB entertainment and cruise 🌎▶️⏯️o,nigeria,"RT @Hafeezbukar: Peter Obi is not for Igbo, Hausa or Yoruba. He is for New Nigeria 🇳🇬"
795547310256246784,Jèfé Juan José,The Void,RT @Shehusky: I watched Peter Obi on Arise TV and I just went to sleep as if I took sedative. The hope he gives sedated me. The hope be giv…
897173793545883648,kakaodocha,"Abuja, Nigeria","RT @IkukuomaC: Mr Peter Obi resounding response to Rabiu Kwankwaso "" His comments is the reason we have 100m Nigerians living in poverty ""…"
4850391311,THE ONLY AMAZING📸,🇳🇬,"RT @UchePOkoye: On Arise Tv, Peter Obi talked about how he supported UMZA Rice, in Kano State in 2019.

This is the biggest rice milling fa…"
2155681889,Oje,,"RT @Odogwu_Nomso: Peter Obi on Arise TV

""This Election should not be based on MY TURN, ETHNICITY OR RELIGION, its should be based on COMPE…"
1409260599989702656,Thesuperkiddoo,,RT @Deborahgaji: Being a Fulani girl from the North does not mean I should be tribalistic in my choice for a better Nigeria 🇳🇬. I'm already…
1243784753079365633,Joe_Kindness,"Lagos, Nigeria","RT @IkukuomaC: Mr Peter Obi resounding response to Rabiu Kwankwaso "" His comments is the reason we have 100m Nigerians living in poverty ""…"
1530641357064241154,Ibrahim Abiodun,,"RT @urchilla01: Rufai: when are we going to see your manifesto? 

Peter Obi: ""I can hire professionals to write something I don't believe i…"
1158334074806779909,Goodybag,Paradise,"RT @VictorIsrael_: BAT supporters are saying @PeterObi is lying. Okay let’s agree he’s lying, but can your candidate come on Arise TV For a…"
1187029379710439432,MichelleNwaoṅu,,"RT @urchilla01: Peter Obi said ""Nigerians Lo kan!""

I Stan my president ✊🏾"
1514682284296785922,Vivian Ejik,,RT @johncfc_: So obi built one teaching hospital. One heart surgery centre. Over 10 hospitals. And 10 schools of Nursing and midwifer witho…
999002525805305856,fine4life,"Nnewi, Nigeria","RT @blossommartins: Peter Obi said I don’t need someone to be on top of me when I can solve the problem… 
My President😭😭😭😭✊✊✊

Omor"
1129744810301100034,Sammy Jr,"Arhus, Denmark 🇩🇰","RT @firstladyship: “If I am qualified to be Vice President, I am qualified to be the President.”

Peter Obi is the Real Nuggets on Arise TV…"
1112114176221155328,Ogoo_Twenty Pounds,Jos,"RT @Shehusky: Peter Obi is not the ""blood of dogs &amp; baboon will flow if I lose"" politician. He's the ""I love Nigerians even if I lose"" poli…"
1496847559914098696,Sagiralfa,,"RT @comic_prince_: Now, I’m sure you all can see where the advice peter Obi got from a mad man led to. You asked us to go to anambra and ve…"
